108.642494,-108.642494,177.55283,100.46627,100.46627,266.18726
100.46627,-100.46627,266.18726,108.642494,108.642494,177.55283
104.55438,-104.55438,221.87004,102.51033,-48.18908,244.02866
104.55438,-104.55438,221.87004,106.598434,-56.365303,199.71143
102.51033,-48.18908,244.02866,106.598434,-56.365303,199.71143
104.55438,104.55438,221.87004,106.598434,56.365303,199.71143
104.55438,104.55438,221.87004,102.51033,48.18908,244.02866
106.598434,56.365303,199.71143,102.51033,48.18908,244.02866
100.46627,-100.46627,266.18726,92.29005,92.29005,354.82172
92.29005,-92.29005,354.82172,100.46627,100.46627,266.18726
96.37816,-96.37816,310.5045,94.33411,-44.100967,332.6631
96.37816,-96.37816,310.5045,98.42221,-52.27719,288.3459
94.33411,-44.100967,332.6631,98.42221,-52.27719,288.3459
96.37816,96.37816,310.5045,98.42221,52.27719,288.3459
96.37816,96.37816,310.5045,94.33411,44.100967,332.6631
98.42221,52.27719,288.3459,94.33411,44.100967,332.6631
92.29005,-92.29005,354.82172,84.11382,84.11382,443.45615
84.11382,-84.11382,443.45615,92.29005,92.29005,354.82172
88.201935,-88.201935,399.13892,86.15788,-40.012856,421.29755
88.201935,-88.201935,399.13892,90.24599,-48.18908,376.98032
86.15788,-40.012856,421.29755,90.24599,-48.18908,376.98032
88.201935,88.201935,399.13892,90.24599,48.18908,376.98032
88.201935,88.201935,399.13892,86.15788,40.012856,421.29755
90.24599,48.18908,376.98032,86.15788,40.012856,421.29755
84.11382,-84.11382,443.45615,75.9376,75.9376,532.0906
75.9376,-75.9376,532.0906,84.11382,84.11382,443.45615
80.02571,-80.02571,487.77338,77.98166,-35.924744,509.93198
80.02571,-80.02571,487.77338,82.06976,-44.100967,465.61475
77.98166,-35.924744,509.93198,82.06976,-44.100967,465.61475
80.02571,80.02571,487.77338,82.06976,44.100967,465.61475
80.02571,80.02571,487.77338,77.98166,35.924744,509.93198
82.06976,44.100967,465.61475,77.98166,35.924744,509.93198
75.9376,-75.9376,532.0906,67.761375,67.761375,620.72504
67.761375,-67.761375,620.72504,75.9376,75.9376,532.0906
71.84949,-71.84949,576.40784,69.805435,-31.836632,598.5664
71.84949,-71.84949,576.40784,73.89354,-40.012856,554.2492
69.805435,-31.836632,598.5664,73.89354,-40.012856,554.2492
71.84949,71.84949,576.40784,73.89354,40.012856,554.2492
71.84949,71.84949,576.40784,69.805435,31.836632,598.5664
73.89354,40.012856,554.2492,69.805435,31.836632,598.5664
67.761375,-67.761375,620.72504,62.39444,62.39444,678.9054
62.39444,-62.39444,678.9054,67.761375,67.761375,620.72504
62.39444,-62.39444,678.9054,58.19722,58.19722,724.4054
58.19722,-58.19722,724.4054,62.39444,62.39444,678.9054
58.19722,-58.19722,724.4054,54.0,54.0,769.9054
54.0,-54.0,769.9054,58.19722,58.19722,724.4054
54.0,-54.0,769.9054,54.0,54.0,809.99756
54.0,-54.0,809.99756,54.0,54.0,769.9054
54.0,-54.0,809.99756,54.0,54.0,850.0898
54.0,-54.0,850.0898,54.0,54.0,809.99756
54.0,-54.0,850.0898,54.0,54.0,890.3341
54.0,-54.0,890.3341,54.0,54.0,850.0898
67.761375,67.761375,620.72504,64.18342,147.18494,659.51196
67.761375,150.7629,620.72504,64.18342,147.18494,659.51196
67.761375,150.7629,620.72504,65.9724,231.97543,640.11847
67.761375,233.7644,620.72504,65.9724,231.97543,640.11847
54.0,54.0,890.3341,54.0,93.771866,863.5046
54.0,93.771866,890.3341,54.0,93.771866,863.5046
54.0,93.771866,890.3341,54.0,133.54373,876.9193
54.0,133.54373,890.3341,54.0,133.54373,876.9193
108.642494,108.642494,177.55283,114.10204,41.67371,118.368546
114.10204,114.10204,118.368546,114.10204,41.67371,118.368546
114.10204,114.10204,118.368546,119.561584,83.34742,59.184273
119.561584,119.561584,59.184273,119.561584,83.34742,59.184273
108.642494,-108.642494,177.55283,114.10204,-41.67371,118.368546
114.10204,-114.10204,118.368546,114.10204,-41.67371,118.368546
114.10204,-114.10204,118.368546,119.561584,-83.34742,59.184273
119.561584,-119.561584,59.184273,119.561584,-83.34742,59.184273
108.642494,-108.642494,177.55283,108.642494,108.642494,177.55283
54.0,-54.0,769.9054,54.0,54.0,769.9054
54.0,-54.0,850.0898,54.0,54.0,850.0898
108.642494,108.642494,177.55283,-100.46627,100.46627,266.18726
100.46627,100.46627,266.18726,-108.642494,108.642494,177.55283
104.55438,104.55438,221.87004,48.18908,102.51033,244.02866
104.55438,104.55438,221.87004,56.365303,106.598434,199.71143
48.18908,102.51033,244.02866,56.365303,106.598434,199.71143
-104.55438,104.55438,221.87004,-56.365303,106.598434,199.71143
-104.55438,104.55438,221.87004,-48.18908,102.51033,244.02866
-56.365303,106.598434,199.71143,-48.18908,102.51033,244.02866
100.46627,100.46627,266.18726,-92.29005,92.29005,354.82172
92.29005,92.29005,354.82172,-100.46627,100.46627,266.18726
96.37816,96.37816,310.5045,44.100967,94.33411,332.6631
96.37816,96.37816,310.5045,52.27719,98.42221,288.3459
44.100967,94.33411,332.6631,52.27719,98.42221,288.3459
-96.37816,96.37816,310.5045,-52.27719,98.42221,288.3459
-96.37816,96.37816,310.5045,-44.100967,94.33411,332.6631
-52.27719,98.42221,288.3459,-44.100967,94.33411,332.6631
92.29005,92.29005,354.82172,-84.11382,84.11382,443.45615
84.11382,84.11382,443.45615,-92.29005,92.29005,354.82172
88.201935,88.201935,399.13892,40.012856,86.15788,421.29755
88.201935,88.201935,399.13892,48.18908,90.24599,376.98032
40.012856,86.15788,421.29755,48.18908,90.24599,376.98032
-88.201935,88.201935,399.13892,-48.18908,90.24599,376.98032
-88.201935,88.201935,399.13892,-40.012856,86.15788,421.29755
-48.18908,90.24599,376.98032,-40.012856,86.15788,421.29755
84.11382,84.11382,443.45615,-75.9376,75.9376,532.0906
75.9376,75.9376,532.0906,-84.11382,84.11382,443.45615
80.02571,80.02571,487.77338,35.924744,77.98166,509.93198
80.02571,80.02571,487.77338,44.100967,82.06976,465.61475
35.924744,77.98166,509.93198,44.100967,82.06976,465.61475
-80.02571,80.02571,487.77338,-44.100967,82.06976,465.61475
-80.02571,80.02571,487.77338,-35.924744,77.98166,509.93198
-44.100967,82.06976,465.61475,-35.924744,77.98166,509.93198
75.9376,75.9376,532.0906,-67.761375,67.761375,620.72504
67.761375,67.761375,620.72504,-75.9376,75.9376,532.0906
71.84949,71.84949,576.40784,31.836632,69.805435,598.5664
71.84949,71.84949,576.40784,40.012856,73.89354,554.2492
31.836632,69.805435,598.5664,40.012856,73.89354,554.2492
-71.84949,71.84949,576.40784,-40.012856,73.89354,554.2492
-71.84949,71.84949,576.40784,-31.836632,69.805435,598.5664
-40.012856,73.89354,554.2492,-31.836632,69.805435,598.5664
67.761375,67.761375,620.72504,-62.39444,62.39444,678.9054
62.39444,62.39444,678.9054,-67.761375,67.761375,620.72504
62.39444,62.39444,678.9054,-58.19722,58.19722,724.4054
58.19722,58.19722,724.4054,-62.39444,62.39444,678.9054
58.19722,58.19722,724.4054,-54.0,54.0,769.9054
54.0,54.0,769.9054,-58.19722,58.19722,724.4054
54.0,54.0,769.9054,-54.0,54.0,809.99756
54.0,54.0,809.99756,-54.0,54.0,769.9054
54.0,54.0,809.99756,-54.0,54.0,850.0898
54.0,54.0,850.0898,-54.0,54.0,809.99756
54.0,54.0,850.0898,-54.0,54.0,890.3341
54.0,54.0,890.3341,-54.0,54.0,850.0898
-67.761375,67.761375,620.72504,-64.18342,147.18494,659.51196
-67.761375,150.7629,620.72504,-64.18342,147.18494,659.51196
-67.761375,150.7629,620.72504,-65.9724,231.97543,640.11847
-67.761375,233.7644,620.72504,-65.9724,231.97543,640.11847
-54.0,54.0,890.3341,-54.0,93.771866,863.5046
-54.0,93.771866,890.3341,-54.0,93.771866,863.5046
-54.0,93.771866,890.3341,-54.0,133.54373,876.9193
-54.0,133.54373,890.3341,-54.0,133.54373,876.9193
-108.642494,108.642494,177.55283,-41.67371,114.10204,118.368546
-114.10204,114.10204,118.368546,-41.67371,114.10204,118.368546
-114.10204,114.10204,118.368546,-83.34742,119.561584,59.184273
-119.561584,119.561584,59.184273,-83.34742,119.561584,59.184273
108.642494,108.642494,177.55283,41.67371,114.10204,118.368546
114.10204,114.10204,118.368546,41.67371,114.10204,118.368546
